mask_name	original_name	original_tag	imagepro_name	folder	set
campione131.TIF	Mar19bS1C5R2_LHl_200x_g.TIF	Mar19bS1C5R2_LHl_cFos+.tag	campione13	Mar19b	train
campione132.TIF	Mar19bS1C3R3_VLPAGr_200x_g.TIF	Mar19bS1C3R3_VLPAGr_cFos+.tag	campione14	Mar19b	train
campione133.TIF	Mar19bS1C1R3_VLPAGl_200x_g.TIF	Mar19bS1C1R3_VLPAGl_cFos+.tag	campione15	Mar19b	train
campione134.TIF	Mar19bS1C1R3_VLPAGr_200x_g.TIF	Mar19bS1C1R3_VLPAGr_cFos+.tag	campione16	Mar19b	train
campione135.TIF	Mar19bS1C4R1_VLPAGl_200x_g.TIF	Mar19bS1C4R1_VLPAGl_cFos+.tag	campione17	Mar19b	train
campione136.TIF	Mar19bS1C4R3_LHr_200x_g.TIF	Mar19bS1C4R3_LHr_cFos+.tag	campione18	Mar19b	train
campione137.TIF	Mar19bS1C4R3_LHl_200x_g.TIF	Mar19bS1C4R3_LHl_cFos+.tag	campione19	Mar19b	train
campione138.TIF	Mar19bS1C4R1_VLPAGr_200x_g.TIF	Mar19bS1C4R1_VLPAGr_cFos+.tag	campione20	Mar19b	train
campione139.TIF	Mar19bS2C1R1_LHl_200x_g.TIF	Mar19bS2C1R1_LHl_cFos+.tag	campione21	Mar19b	train
campione140.TIF	Mar19bS1C5R1_LHl_200x_g.TIF	Mar19bS1C5R1_LHl_cFos+.tag	campione22	Mar19b	train
campione141.TIF	Mar19bS1C3R1_VLPAGl_200x_g.TIF	Mar19bS1C3R1_VLPAGl_cFos+.tag	campione23	Mar19b	train
campione142.TIF	Mar19bS1C4R2_LHl_200x_g.TIF	Mar19bS1C4R2_LHl_cFos+.tag	campione24	Mar19b	train
campione143.TIF	Mar19bS2C1R1_LHr_200x_g.TIF	Mar19bS2C1R1_LHr_cFos+.tag	campione25	Mar19b	train
campione144.TIF	Mar19bS1C5R1_LHr_200x_g.TIF	Mar19bS1C5R1_LHr_cFos+.tag	campione26	Mar19b	train
campione145.TIF	Mar19bS1C4R2_LHr_200x_g.TIF	Mar19bS1C4R2_LHr_cFos+.tag	campione27	Mar19b	train
campione146.TIF	Mar19bS1C5R2_DMl_200x_g.TIF	Mar19bS1C5R2_DMl_cFos+.tag	campione28	Mar19b	train
campione147.TIF	Mar19bS1C5R2_DMr_200x_g.TIF	Mar19bS1C5R2_DMr_cFos+.tag	campione29	Mar19b	train
campione148.TIF	Mar19bS1C5R3_DMr_200x_g.TIF	Mar19bS1C5R3_DMr_cFos+.tag	campione30	Mar19b	train
campione149.TIF	Mar19bS2C2R1_LHl_200x_g.TIF	Mar19bS2C2R1_LHl_cFos+.tag	campione31	Mar19b	train
campione150.TIF	Mar19bS1C5R3_DMl_200x_g.TIF	Mar19bS1C5R3_DMl_cFos+.tag	campione32	Mar19b	train
campione151.TIF	Mar19bS2C2R1_LHr_200x_g.TIF	Mar19bS2C2R1_LHr_cFos+.tag	campione33	Mar19b	train
campione152.TIF	Mar19bS1C4R2_DMr_200x_g.TIF	Mar19bS1C4R2_DMr_cFos+.tag	campione34	Mar19b	train
campione153.TIF	Mar19bS1C5R1_DMr_200x_g.TIF	Mar19bS1C5R1_DMr_cFos+.tag	campione35	Mar19b	train
campione154.TIF	Mar19bS2C1R1_DMr_200x_g.TIF	Mar19bS2C1R1_DMr_cFos+.tag	campione36	Mar19b	train
campione155.TIF	Mar19bS1C4R2_DMl_200x_g.TIF	Mar19bS1C4R2_DMl_cFos+.tag	campione37	Mar19b	train
campione156.TIF	Mar19bS1C5R1_DMl_200x_g.TIF	Mar19bS1C5R1_DMl_cFos+.tag	campione38	Mar19b	train
campione157.TIF	Mar19bS2C1R1_DMl_200x_g.TIF	Mar19bS2C1R1_DMl_cFos+.tag	campione39	Mar19b	train
campione158.TIF	Mar19bS1C4R3_DMl_200x_g.TIF	Mar19bS1C4R3_DMl_cFos+.tag	campione40	Mar19b	train
campione159.TIF	Mar19bS1C4R3_DMr_200x_g.TIF	Mar19bS1C4R3_DMr_cFos+.tag	campione41	Mar19b	train
campione160.TIF	RT431S5C1R2_DM_100x_g.TIF	RT431S5C1R2_DM_cFos+.tag	campione0	RT431	test
campione161.TIF	RT431S5C1R2_LH_100x_g.TIF	RT431S5C1R2_LH_cFos+.tag	campione1	RT431	train
campione162.TIF	RT431S9C3R1_RVLM_100x_g.TIF	RT431S9C3R1_RVLM_cFos+.tag	campione2	RT431	train
campione163.TIF	RT431S2C2R1_Septum_100x_g.TIF	RT431S2C2R1_Septum_cFos+.tag	campione3	RT431	train
campione164.TIF	RT431S8C1R1_VLPAG_100x_g.TIF	RT431S8C1R1_VLPAG_cFos+.tag	campione4	RT431	train
campione165.TIF	RT431S6C2R2_MM_100x_g.TIF	RT431S6C2R2_MM_cFos+.tag	campione5	RT431	train
campione166.TIF	RT426S5C1R1_MM_100x_g.TIF	RT426S5C1R1_MM_cFos+.tag	campione0	RT426	test
campione167.TIF	RT426S4C2R2_LH_100x_g.TIF	RT426S4C2R2_LH_cFos+.tag	campione1	RT426	train
campione168.TIF	RT426S5C3R3_VLPAG_100x_g.TIF	RT426S5C3R3_VLPAG_cFos+.tag	campione2	RT426	train
campione169.TIF	RT426S2C1R1_Septum_100x_g.TIF	RT426S2C1R1_Septum_cFos+.tag	campione3	RT426	train
campione170.TIF	RT426S6C2R2_RVLM_100x_g.TIF	RT426S6C2R2_RVLM_cFos+.tag	campione4	RT426	train
campione171.TIF	RT426S4C1R1_ParCort_100x_g.TIF	RT426S4C1R1_ParCort_cFos+.tag	campione5	RT426	train
campione172.TIF	RT426S4C2R2_DM_100x_g.TIF	RT426S4C2R2_DM_cFos+.tag	campione6	RT426	train
campione173.TIF	Mar27bS1C1R3_VLPAGr_200x_g.TIF	Mar27bS1C1R3_VLPAGr_cFos+.tag	campione0	Mar27b	train
campione174.TIF	Mar27bS1C3R1_LHr_200x_g.TIF	Mar27bS1C3R1_LHr_cFos+.tag	campione1	Mar27b	train
campione175.TIF	Mar27bS1C2R2_LHr_200x_g.TIF	Mar27bS1C2R2_LHr_cFos+.tag	campione2	Mar27b	train
campione176.TIF	Mar27bS1C3R1_LHl_200x_g.TIF	Mar27bS1C3R1_LHl_cFos+.tag	campione3	Mar27b	train
campione177.TIF	Mar27bS1C2R3_LHr_200x_g.TIF	Mar27bS1C2R3_LHr_cFos+.tag	campione4	Mar27b	train
campione178.TIF	Mar27bS1C2R1_LHl_200x_g.TIF	Mar27bS1C2R1_LHl_cFos+.tag	campione5	Mar27b	train
campione179.TIF	Mar27bS1C2R1_LHr_200x_g.TIF	Mar27bS1C2R1_LHr_cFos+.tag	campione6	Mar27b	train
campione180.TIF	Mar23bS1C2R4_VLPAGr_200x_g.TIF	Mar23bS1C2R4_VLPAGr_cFos+.tag	campione0	Mar23b	train
campione181.TIF	Mar23bS1C2R4_VLPAGl_200x_g.TIF	Mar23bS1C2R4_VLPAGl_cFos+.tag	campione1	Mar23b	train
campione182.TIF	Mar23bS1C2R1_VLPAGr_200x_g.TIF	Mar23bS1C2R1_VLPAGr_cFos+.tag	campione2	Mar23b	train
campione183.TIF	Mar23bS1C6R1_DMl_200x_g.TIF	Mar23bS1C6R1_DMl_cFos+.tag	campione3	Mar23b	train
campione184.TIF	Mar23bS1C5R3_LHr_200x_g.TIF	Mar23bS1C5R3_LHr_cFos+.tag	campione4	Mar23b	train
campione185.TIF	Mar23bS1C1R4_VLPAGl_200x_g.TIF	Mar23bS1C1R4_VLPAGl_cFos+.tag	campione5	Mar23b	train
campione186.TIF	Mar23bS1C2R1_VLPAGl_200x_g.TIF	Mar23bS1C2R1_VLPAGl_cFos+.tag	campione6	Mar23b	train
campione187.TIF	Mar23bS1C6R1_DMr_200x_g.TIF	Mar23bS1C6R1_DMr_cFos+.tag	campione7	Mar23b	train
campione188.TIF	Mar23bS1C5R3_LHl_200x_g.TIF	Mar23bS1C5R3_LHl_cFos+.tag	campione8	Mar23b	train
campione189.TIF	Mar23bS1C1R4_VLPAGr_200x_g.TIF	Mar23bS1C1R4_VLPAGr_cFos+.tag	campione9	Mar23b	train
campione190.TIF	Mar23bS1C5R2_LHl_200x_g.TIF	Mar23bS1C5R2_LHl_cFos+.tag	campione10	Mar23b	train
campione191.TIF	Mar23bS1C5R2_LHr_200x_g.TIF	Mar23bS1C5R2_LHr_cFos+.tag	campione11	Mar23b	train
campione192.TIF	Mar23bS1C2R3_VLPAGr_200x_g.TIF	Mar23bS1C2R3_VLPAGr_cFos+.tag	campione12	Mar23b	train
campione193.TIF	Mar23bS1C6R2_DMr_200x_g.TIF	Mar23bS1C6R2_DMr_cFos+.tag	campione13	Mar23b	train
campione194.TIF	Mar23bS1C2R3_VLPAGl_200x_g.TIF	Mar23bS1C2R3_VLPAGl_cFos+.tag	campione14	Mar23b	train
campione195.TIF	Mar23bS2C1R1_LHr_200x_g.TIF	Mar23bS2C1R1_LHr_cFos+.tag	campione15	Mar23b	train
campione196.TIF	Mar23bS2C1R1_LHl_200x_g.TIF	Mar23bS2C1R1_LHl_cFos+.tag	campione16	Mar23b	train
campione197.TIF	Mar23bS1C2R2_VLPAGr_200x_g.TIF	Mar23bS1C2R2_VLPAGr_cFos+.tag	campione17	Mar23b	train
campione198.TIF	Mar23bS1C2R2_VLPAGl_200x_g.TIF	Mar23bS1C2R2_VLPAGl_cFos+.tag	campione18	Mar23b	train
